texts;coherence_results;consistency_results;relevance_results;fluency_results;comments
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden hasn't seen Mckinley in a while because he's been off social media. Kamden uses chat on Facebook to keep in touch with his friends. He doesn't spend much time on Facebook.;5;5;3;5;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden uses chat on Facebook to keep up with good friends . Mckinley is not a phone selfie person .;5;5;3;5;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden hasn't seen Mckinley in a while. Kamden uses chat on Facebook to keep up with good friends. Mck inley uses Facebook mostly to keep in touch with people.;5;5;4;5;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden is not a great fan of social media. He uses chat to keep up with good friends. Mckinley doesn't like to take selfies.;5;5;4;5;Any comments?
<br><br> Joanna: They are sending emails about Lewandowska. <br><br> Merve: What happened? <br><br> Joanna: <file_photo>  <br><br> Merve: Wooow! <br><br> Joanna: She is hospitalized because she has measles. <br><br> Merve: She had what? <br><br> Joanna: Anyone who had contact with her within the last couple of days must get vaccinated. <br><br> Merve: Luckily I didn't see her since the last semester... <br><br> Joanna: I did, she is my thesis mentor :( <br><br> Merve: What will you do? <br><br> Joanna: They are organizing vaccinations in the main building from 17th until 19th. <br><br> Merve: You have to go! <br><br> Joanna: I know... And I just started working so I really don't have a lot of time. <br><br> Merve: Come on, this is really important. <br><br> Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day... <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> lewandowska has measles . there are vaccinations in the main building from 17th until 19th for everyone who had contact with her .;5;5;5;5;Any comments?
<br><br> Joanna: They are sending emails about Lewandowska. <br><br> Merve: What happened? <br><br> Joanna: <file_photo>  <br><br> Merve: Wooow! <br><br> Joanna: She is hospitalized because she has measles. <br><br> Merve: She had what? <br><br> Joanna: Anyone who had contact with her within the last couple of days must get vaccinated. <br><br> Merve: Luckily I didn't see her since the last semester... <br><br> Joanna: I did, she is my thesis mentor :( <br><br> Merve: What will you do? <br><br> Joanna: They are organizing vaccinations in the main building from 17th until 19th. <br><br> Merve: You have to go! <br><br> Joanna: I know... And I just started working so I really don't have a lot of time. <br><br> Merve: Come on, this is really important. <br><br> Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day... <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Merve: Luckily I didn't see her since the last semester... Joanna: I did, she is my thesis mentor :( Merve: What will you do? Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day... Joanna: I know... And I just started working so I really don't have a lot of time.;2;5;2;4;Any comments?
<br><br> Joanna: They are sending emails about Lewandowska. <br><br> Merve: What happened? <br><br> Joanna: <file_photo>  <br><br> Merve: Wooow! <br><br> Joanna: She is hospitalized because she has measles. <br><br> Merve: She had what? <br><br> Joanna: Anyone who had contact with her within the last couple of days must get vaccinated. <br><br> Merve: Luckily I didn't see her since the last semester... <br><br> Joanna: I did, she is my thesis mentor :( <br><br> Merve: What will you do? <br><br> Joanna: They are organizing vaccinations in the main building from 17th until 19th. <br><br> Merve: You have to go! <br><br> Joanna: I know... And I just started working so I really don't have a lot of time. <br><br> Merve: Come on, this is really important. <br><br> Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day... <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Joanna: They are sending emails about Lewandowska. Merve: What happened? Joanna: <file_photo>  Merve: Wooow!;2;5;2;4;Any comments?
<br><br> Joanna: They are sending emails about Lewandowska. <br><br> Merve: What happened? <br><br> Joanna: <file_photo>  <br><br> Merve: Wooow! <br><br> Joanna: She is hospitalized because she has measles. <br><br> Merve: She had what? <br><br> Joanna: Anyone who had contact with her within the last couple of days must get vaccinated. <br><br> Merve: Luckily I didn't see her since the last semester... <br><br> Joanna: I did, she is my thesis mentor :( <br><br> Merve: What will you do? <br><br> Joanna: They are organizing vaccinations in the main building from 17th until 19th. <br><br> Merve: You have to go! <br><br> Joanna: I know... And I just started working so I really don't have a lot of time. <br><br> Merve: Come on, this is really important. <br><br> Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day... <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Joanna and Joanna are sending emails about Lewandowska .;5;1;1;4;Any comments?
<br><br> Joanna: They are sending emails about Lewandowska. <br><br> Merve: What happened? <br><br> Joanna: <file_photo>  <br><br> Merve: Wooow! <br><br> Joanna: She is hospitalized because she has measles. <br><br> Merve: She had what? <br><br> Joanna: Anyone who had contact with her within the last couple of days must get vaccinated. <br><br> Merve: Luckily I didn't see her since the last semester... <br><br> Joanna: I did, she is my thesis mentor :( <br><br> Merve: What will you do? <br><br> Joanna: They are organizing vaccinations in the main building from 17th until 19th. <br><br> Merve: You have to go! <br><br> Joanna: I know... And I just started working so I really don't have a lot of time. <br><br> Merve: Come on, this is really important. <br><br> Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day... <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Joanna is sending Mandler her thesis about the last month ago. Joanna and Joanna want to contact them about it.;1;1;1;1;Any comments?
<br><br> Joanna: They are sending emails about Lewandowska. <br><br> Merve: What happened? <br><br> Joanna: <file_photo>  <br><br> Merve: Wooow! <br><br> Joanna: She is hospitalized because she has measles. <br><br> Merve: She had what? <br><br> Joanna: Anyone who had contact with her within the last couple of days must get vaccinated. <br><br> Merve: Luckily I didn't see her since the last semester... <br><br> Joanna: I did, she is my thesis mentor :( <br><br> Merve: What will you do? <br><br> Joanna: They are organizing vaccinations in the main building from 17th until 19th. <br><br> Merve: You have to go! <br><br> Joanna: I know... And I just started working so I really don't have a lot of time. <br><br> Merve: Come on, this is really important. <br><br> Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day... <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Lewandowska is hospitalized with measles. She is Joanna's thesis mentor. They are organizing vaccinations in the main building from 17th until 19th. Joanna will try to get vaccinated before work on 18th.;5;5;5;5;Any comments?
